gaze_saccades,gaze_fixations,eye_mesh_saccades,eye_mesh_fixations,eyebrow_mesh_saccades,eyebrow_mesh_fixations,Level,Total_Money,Coins_Collected,Total_Gains,Total_Losses,Mystery_Boxes_Opened,Risk_Boxes_Opened,Bank_Deposits,Bank_Loans,Loan_Amount,Extra_Time_Gained,Green_Coins_Collected,Red_Coins_Collected,Decisions_Made,Risky_Decisions,Safe_Decisions,Average_Decision_Time,Mystery_Boxes_Clicked,Risk_Boxes_Clicked,Bank_Amount,Cash_Amount,Time_Remaining,No_Clicks,Mystery_Box_No_Clicks,Risk_Box_No_Clicks,Bank_No_Clicks,Coin_No_Clicks,person_no,target,gaze_saccades_x_gaze_fixations
-0.1022824295358386,-0.2492110979966172,-0.1515980168885989,-0.2483452332600622,-0.1212250808340308,-0.2489076461771274,-1.561875297291003,-0.4948965149344695,-1.4760718387341938,-1.306717697908485,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.4481944188706053,-1.0891297798280457,-1.479358890783342,1.915949393254868,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,-0.082486698856542,-0.4047202502610423,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,2,0.0254899165703879
-0.1022824295358386,-0.0959617208724646,-0.1515980168885989,-0.0904383769464877,-0.1212250808340308,-0.0925795326316697,-1.561875297291003,-0.3775533799738046,-1.456193366482731,-1.2922404810483907,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.4363849733767464,-1.0891297798280457,-1.4599462445963127,0.55005548887295,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.019687792282601,-0.4195336801777912,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0098151979532756
-0.1022824295358386,-0.3258357865586935,-0.1515980168885989,-0.3272986614168494,-0.1212250808340308,-0.3270717029498563,-1.561875297291003,-0.2602102450131397,-1.4363148942312671,-1.2777632641882968,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.4245755278828875,-1.0891297798280457,-1.4405335984092835,0.6337171699721785,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.1218622834217442,-0.4442227300390394,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0333272758789441
-0.1022824295358386,-0.3258357865586935,-0.1515980168885989,-0.3272986614168494,-0.1212250808340308,-0.3270717029498563,-1.561875297291003,-0.2484759315170732,-1.4164364219798042,-1.2763155425022874,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.4127660823890285,-1.0891297798280457,-1.4211209522222543,0.2727281942365963,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.1320797325356585,-0.4540983499835386,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0333272758789441
-0.1022824295358386,-0.3258357865586935,-0.1515980168885989,-0.3272986614168494,-0.1212250808340308,-0.3270717029498563,-1.561875297291003,-0.2367416180210067,-1.396557949728341,-1.274867820816278,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.4009566368951696,-1.0891297798280457,-1.4017083060352256,-0.0018574030492383,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.1422971816495729,-0.4639739699280379,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0333272758789441
-0.1022824295358386,-0.3258357865586935,-0.1515980168885989,-0.3272986614168494,-0.1212250808340308,-0.3270717029498563,-1.561875297291003,-0.2250073045249402,-1.3766794774768776,-1.2734200991302684,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.3891471914013107,-1.0891297798280457,-1.3822956598481964,-0.1896615819311118,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.1525146307634872,-0.4738495898725371,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0333272758789441
-0.1022824295358386,-0.3258357865586935,-0.1515980168885989,-0.3272986614168494,-0.1212250808340308,-0.3270717029498563,-1.561875297291003,-0.2132729910288737,-1.3568010052254145,-1.271972377444259,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.3773377459074518,-1.0891297798280457,-1.3628830136611672,-0.3492143239338149,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.1627320798774015,-0.4837252098170364,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0333272758789441
-0.1022824295358386,-0.4024604751207698,-0.1515980168885989,-0.4062520895736367,-0.1212250808340308,-0.4052357597225852,-1.561875297291003,-0.2015386775328072,-1.3369225329739511,-1.2705246557582497,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.3655283004135927,-1.0891297798280457,-1.3434703674741382,-0.4622961581902036,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.1729495289913158,-0.4936008297615357,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0411646351875002
-0.1022824295358386,-0.3258357865586935,-0.1515980168885989,-0.3272986614168494,-0.1212250808340308,-0.3270717029498563,-1.561875297291003,-0.0841955425721423,-1.317044060722488,-1.2560474388981555,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.353718854919734,-1.0891297798280457,-1.324057721287109,-0.5625827294129838,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.275124020130459,-0.4985386397337853,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0333272758789441
-0.1022824295358386,-0.4024604751207698,-0.1515980168885989,-0.4062520895736367,-0.1212250808340308,-0.4052357597225852,-1.561875297291003,0.0331475923885225,-1.2971655884710247,-1.2415702220380616,-0.7395073873661744,-0.8927699698514578,-1.1552694443027574,-0.7648418997917522,-0.6145183392378246,-0.8746149509489821,-0.9138452053230838,-1.122960155898763,-1.0696491146128906,-1.341909409425875,-1.0891297798280457,-1.3046450751000798,-0.6442068135559287,-0.9130068460789732,-0.5999449843797517,-0.6191278985024942,0.3772985112696022,-0.5084142596782846,-0.7455098840815754,-0.359358711863798,-0.5999449843797517,-0.7114151447784601,-0.6199855588699389,-1.311787562055451,0,0.0411646351875002
